Show_id,Type,Title,Director,Country,Date_added,Release_year,Duration,Listed_in
5195,TV Show,The Truth,Not Given,India,11-1-2017,2008,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
5216,TV Show,In Laws,Not Given,India,10-16-2017,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
345,Movie,My Girl 2,Howard Zieff,India,8-1-2021,1994,99 min,"Children & Family Movies, Comedies, Dramas"
346,Movie,Open Season: Scared Silly,David Feiss,India,8-1-2021,2015,85 min,"Children & Family Movies, Comedies"
347,Movie,Pineapple Express,David Gordon Green,India,8-1-2021,2008,112 min,"Action & Adventure, Comedies"
348,Movie,Planet 51,Jorge Blanco,India,8-1-2021,2009,91 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
349,Movie,Poms,Zara Hayes,India,8-1-2021,2019,91 min,Comedies
350,Movie,Seabiscuit,Gary Ross,India,8-1-2021,2003,141 min,"Dramas, Sports Movies"
351,Movie,Space Cowboys,Clint Eastwood,India,8-1-2021,2000,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
352,Movie,Team America: World Police,Trey Parker,India,8-1-2021,2004,98 min,"Action & Adventure, Comedies, Cult Movies"
353,Movie,The Edge of Seventeen,Kelly Fremon Craig,India,8-1-2021,2016,105 min,"Comedies, Dramas"
354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,India,8-1-2021,2013,101 min,Horror Movies
355,Movie,The Last Boy Scout,Tony Scott,India,8-1-2021,1991,105 min,"Action & Adventure, Comedies"
356,Movie,The Lincoln Lawyer,Brad Furman,India,8-1-2021,2011,118 min,"Dramas, Thrillers"
357,Movie,The Losers,Sylvain White,India,8-1-2021,2010,97 min,Action & Adventure
358,Movie,The Machinist,Brad Anderson,India,8-1-2021,2004,102 min,"Dramas, Independent Movies, Thrillers"
359,Movie,The Net,Irwin Winkler,India,8-1-2021,1995,114 min,Thrillers
360,Movie,The Original Kings of Comedy,Spike Lee,India,8-1-2021,2000,111 min,Stand-Up Comedy
361,Movie,Valentine's Day,Garry Marshall,India,8-1-2021,2010,125 min,"Comedies, Romantic Movies"
5217,TV Show,Laws of Attraction,Not Given,India,10-16-2017,2012,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
5255,TV Show,Mak Cun,Not Given,India,9-29-2017,2015,1 Season,"International TV Shows, TV Comedies, TV Dramas"
5260,TV Show,Satu Hari,Not Given,India,9-29-2017,2014,1 Season,"International TV Shows, TV Dramas"
363,Movie,The Lost Café,Kenneth Gyang,India,7-31-2021,2018,76 min,"Dramas, International Movies"
366,Movie,Eyes of a Thief,Najwa Najjar,India,7-30-2021,2014,103 min,"Dramas, Independent Movies, International Movies"
372,Movie,Pomegranates and Myrrh,Najwa Najjar,India,7-30-2021,2009,95 min,"Dramas, Independent Movies, International Movies"
420,Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,India,7-22-2021,2010,69 min,"Children & Family Movies, Sports Movies"
5357,TV Show,Love Storm,Not Given,India,8-1-2017,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
375,Movie,Flower Girl,Michelle Bello,India,7-29-2021,2013,94 min,"Comedies, International Movies, Romantic Movies"
5361,TV Show,Surviving Escobar - Alias JJ,Not Given,India,8-1-2017,2017,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
378,Movie,Bartkowiak,Daniel Markowicz,India,7-28-2021,2021,92 min,"Action & Adventure, International Movies"
379,Movie,Fantastic Fungi,Louie Schwartzberg,India,7-28-2021,2019,81 min,Documentaries
5776,Movie,Pac's Scary Halloween,Not Given,India,10-1-2016,2016,44 min,Movies
381,TV Show,The Flash,Glen Winter,India,7-28-2021,2021,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
5788,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Not Given,India,9-19-2016,2016,65 min,Stand-Up Comedy
5789,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Not Given,India,9-19-2016,2016,69 min,Stand-Up Comedy
5790,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",Not Given,India,9-19-2016,2016,64 min,Stand-Up Comedy
5791,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,Not Given,India,9-19-2016,2016,63 min,Stand-Up Comedy
5792,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Not Given,India,9-19-2016,2016,63 min,Stand-Up Comedy
5800,TV Show,Chef's Table: France,Not Given,India,9-2-2016,2016,1 Season,Docuseries
5871,TV Show,Masha's Tales,Not Given,India,2-1-2016,2012,1 Season,Kids' TV
5896,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,Not Given,India,10-1-2015,2014,1 Season,Kids' TV
6710,TV Show,Eurovision Song Contest,Not Given,India,7-23-2019,2019,1 Season,International TV Shows
364,Movie,The Vault,Jaume Balagueró,India,7-31-2021,2021,118 min,"Action & Adventure, International Movies, Thrillers"
368,Movie,I'm Glad I Did,Selçuk Metin,India,7-30-2021,2020,114 min,"Documentaries, International Movies"
374,Movie,The Last Mercenary,David Charhon,India,7-30-2021,2021,112 min,"Action & Adventure, Comedies, International Movies"
376,Movie,Resort to Love,Steven Tsuchida,India,7-29-2021,2021,102 min,"Comedies, Romantic Movies"
373,Movie,Rurouni Kenshin: The Beginning,Keishi Otomo,India,7-30-2021,2021,138 min,"Action & Adventure, International Movies"
388,Movie,Mimi,Laxman Utekar,India,7-27-2021,2021,132 min,"Comedies, Dramas, International Movies"
396,Movie,Bankrolled,Marcos Bucay,India,7-23-2021,2021,97 min,"Comedies, International Movies"
384,Movie,Department,Ram Gopal Varma,India,7-27-2021,2012,143 min,"Action & Adventure, International Movies"
399,Movie,Kingdom: Ashin of the North,Kim Seong-hun,India,7-23-2021,2021,94 min,"Horror Movies, International Movies, Thrillers"
5965,TV Show,9-Feb,Not Given,India,3-20-2019,2018,1 Season,"International TV Shows, TV Dramas"
390,Movie,The Operative,Yuval Adler,India,7-27-2021,2019,117 min,"Dramas, International Movies, Thrillers"
5975,TV Show,แผนร้ายนายเจ้าเล่ห์,Not Given,India,3-30-2019,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
393,Movie,Django Unchained,Quentin Tarantino,India,7-24-2021,2012,165 min,"Action & Adventure, Dramas"
394,Movie,A Second Chance:  Rivals!,Clay Glen,India,7-23-2021,2021,91 min,"Children & Family Movies, Sports Movies"
6266,TV Show,Beauty and the Bitches,Not Given,India,4-23-2019,2016,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
6276,TV Show,Behind the Newsroom,Not Given,India,9-14-2018,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6348,TV Show,Bob Ross: Beauty Is Everywhere,Not Given,India,6-1-2016,1991,1 Season,TV Shows
6361,TV Show,Border Patrol,Not Given,India,10-2-2019,2016,1 Season,Reality TV
6379,TV Show,Bringing Sexy Back,Not Given,India,10-2-2019,2015,1 Season,"International TV Shows, Reality TV"
6386,TV Show,Buddha,Not Given,India,4-1-2018,2013,1 Season,"International TV Shows, TV Dramas"
6390,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Not Given,India,3-31-2018,2017,1 Season,Kids' TV
6431,TV Show,Castle of Stars,Not Given,India,9-7-2018,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6507,TV Show,Club Friday The Series 8,Not Given,India,2-2-2019,2017,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
6505,TV Show,Club Friday The Series 6,Not Given,India,3-9-2019,2015,9 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
6506,TV Show,Club Friday The Series 7,Not Given,India,6-18-2018,2016,7 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
6508,TV Show,Club Friday To Be Continued - Friend & Enemy,Not Given,India,4-20-2018,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,Not Given,India,4-13-2018,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
6510,TV Show,Club Friday To Be Continued - The Promise,Not Given,India,4-20-2018,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
6619,TV Show,Diva Brides,Not Given,India,10-2-2019,2017,1 Season,"British TV Shows, Reality TV"
385,Movie,Hostage House,David Benullo,India,7-27-2021,2021,86 min,Thrillers
389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,"Royale Watkins, Rich Schlansker",India,7-27-2021,2021,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
395,Movie,African America,Muzi Mthembu,India,7-23-2021,2021,97 min,"Dramas, Independent Movies, International Movies"
397,Movie,Blood Red Sky,Peter Thorwarth,India,7-23-2021,2021,123 min,"Action & Adventure, Horror Movies, International Movies"
407,Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,India,7-22-2021,2013,64 min,Children & Family Movies
408,Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,India,7-22-2021,2009,68 min,Children & Family Movies
409,Movie,Chhota Bheem & Krishna: Mayanagari,Rajiv Chilaka,India,7-22-2021,2011,67 min,Children & Family Movies
403,Movie,The Last Letter From Your Lover,Augustine Frizzell,India,7-23-2021,2021,111 min,"Dramas, Romantic Movies"
410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Rajiv Chilaka,India,7-22-2021,2010,66 min,Children & Family Movies
412,Movie,Chhota Bheem And The Crown of Valhalla,Rajiv Chilaka,India,7-22-2021,2013,64 min,Children & Family Movies
411,Movie,Chhota Bheem And The Broken Amulet,Rajiv Chilaka,India,7-22-2021,2013,64 min,Children & Family Movies
416,Movie,Chhota Bheem aur Krishna,Rajiv Chilaka,India,7-22-2021,2009,68 min,Children & Family Movies
413,Movie,Chhota Bheem and the Incan Adventure,Rajiv Chilaka,India,7-22-2021,2013,65 min,Children & Family Movies
414,Movie,Chhota Bheem and The ShiNobi Secret,Rajiv Chilaka,India,7-22-2021,2013,64 min,Children & Family Movies
415,Movie,Chhota Bheem Aur Hanuman,Rajiv Chilaka,India,7-22-2021,2012,68 min,Children & Family Movies
417,Movie,Chhota Bheem aur Krishna vs Zimbara,Rajiv Chilaka,India,7-22-2021,2013,64 min,Children & Family Movies
6661,TV Show,Earth's Natural Wonders: Life at the Extremes,Not Given,India,10-1-2018,2018,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
6694,TV Show,Encerrados,Not Given,India,6-18-2018,2018,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
6698,TV Show,Enemigo íntimo,Not Given,India,8-8-2018,2018,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas"
6742,TV Show,Fatal Destiny,Not Given,India,7-13-2018,2016,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
6764,TV Show,Fit for Fashion,Not Given,India,12-14-2018,2015,2 Seasons,"International TV Shows, Reality TV"
406,Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,India,7-22-2021,2015,65 min,Children & Family Movies
418,Movie,Chhota Bheem in African Safari,Binayak Das,India,7-22-2021,2015,62 min,Children & Family Movies
419,Movie,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia",India,7-22-2021,2019,63 min,Children & Family Movies
421,Movie,Chhota Bheem: Dholakpur to Kathmandu,Rajiv Chilaka,India,7-22-2021,2012,70 min,Children & Family Movies
427,Movie,Cousins,"Ainsley Gardiner, Briar Grace-Smith",India,7-22-2021,2021,99 min,Dramas
430,Movie,Sanitation Day,Seyi Babatope,India,7-21-2021,2020,105 min,"Dramas, International Movies, Thrillers"
423,Movie,Chhota Bheem: Journey to Petra,Rajiv Chilaka,India,7-22-2021,2011,68 min,Children & Family Movies
424,Movie,Chhota Bheem: Master of Shaolin,Rajiv Chilaka,India,7-22-2021,2011,74 min,Children & Family Movies
434,Movie,Milkwater,Morgan Ingari,India,7-20-2021,2020,102 min,"Comedies, Dramas, Independent Movies"
425,Movie,Chhota Bheem: The Rise of Kirmada,Rajiv Chilaka,India,7-22-2021,2012,68 min,Children & Family Movies
428,Movie,Wannabe Courageous,Mahmoud Karim,India,7-22-2021,2019,90 min,"Comedies, International Movies"
437,Movie,The Tambour of Retribution,Abdulaziz Alshlahei,India,7-19-2021,2021,91 min,"Dramas, International Movies, Romantic Movies"
438,Movie,Cosmic Sin,Edward Drake,India,7-17-2021,2021,88 min,Action & Adventure
6774,TV Show,Food: Delicious Science,Not Given,India,10-1-2017,2017,1 Season,"Docuseries, Science & Nature TV"
6858,TV Show,Glowing Embers,Not Given,India,8-14-2017,2010,1 Season,"International TV Shows, TV Dramas"
6907,TV Show,Ha Unlimited,Not Given,India,5-11-2018,2016,2 Seasons,"International TV Shows, TV Comedies"
6927,Movie,Harlem Globetrotters: The Team That Changed the World,Not Given,India,11-1-2019,2005,55 min,"Documentaries, Sports Movies"
7018,TV Show,How to Live Mortgage Free with Sarah Beeny,Not Given,India,9-15-2018,2018,1 Season,"British TV Shows, International TV Shows, Reality TV"
7034,TV Show,Hyori's Bed & Breakfast,Not Given,India,3-29-2018,2018,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV"
7215,TV Show,Kiss The Series,Not Given,India,5-26-2019,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
422,Movie,Chhota Bheem: Dus Pe Dus,"Rajiv Chilaka, Owll Mina",India,7-22-2021,2014,63 min,Children & Family Movies
429,Movie,Words Bubble Up Like Soda Pop,Kyohei Ishiguro,India,7-22-2021,2021,87 min,"Anime Features, Children & Family Movies, International Movies"
433,Movie,Trollhunters: Rise of the Titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",India,7-21-2021,2021,106 min,Children & Family Movies
439,Movie,2 Weeks in Lagos,Kathryn Fasegha,India,7-16-2021,2020,107 min,"Dramas, International Movies, Romantic Movies"
440,Movie,Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",India,7-16-2021,2021,101 min,"Dramas, International Movies, Thrillers"
445,TV Show,Naomi Osaka,Garrett Bradley,India,7-16-2021,2021,1 Season,Docuseries
444,Movie,La ley de Herodes,Luis Estrada,India,7-16-2021,1999,123 min,"Comedies, International Movies"
446,Movie,The Beguiled,Sofia Coppola,India,7-16-2021,2017,94 min,"Dramas, Independent Movies, Thrillers"
447,Movie,The Book of Henry,Colin Trevorrow,India,7-16-2021,2017,105 min,Dramas
448,Movie,The Twilight Saga: Breaking Dawn: Part 1,Bill Condon,India,7-16-2021,2011,117 min,"Dramas, Romantic Movies"
449,Movie,The Twilight Saga: Breaking Dawn: Part 2,Bill Condon,India,7-16-2021,2012,115 min,"Dramas, Romantic Movies"
450,Movie,The Twilight Saga: Eclipse,David Slade,India,7-16-2021,2010,124 min,"Dramas, Romantic Movies"
451,Movie,The Twilight Saga: New Moon,Chris Weitz,India,7-16-2021,2009,131 min,"Dramas, Romantic Movies"
452,Movie,Twilight,Catherine Hardwicke,India,7-16-2021,2008,122 min,"Action & Adventure, Dramas, Romantic Movies"
453,Movie,A Perfect Fit,Hadrah Daeng Ratu,India,7-15-2021,2021,113 min,"Comedies, Dramas, International Movies"
7223,TV Show,Kon Kon Kon,Not Given,India,2-16-2018,2014,1 Season,"Docuseries, International TV Shows"
7227,Movie,Krish Trish and Baltiboy,Not Given,India,9-8-2017,2009,58 min,Children & Family Movies
7233,Movie,Krish Trish and Baltiboy: Part II,Not Given,India,9-8-2017,2010,58 min,Children & Family Movies
7256,TV Show,La Femme,Not Given,India,10-16-2017,2016,1 Season,"International TV Shows, TV Dramas"
7319,Movie,Little Singham Bandarpur Mein Hu Ha Hu,Not Given,India,7-11-2019,2019,67 min,"Children & Family Movies, Comedies"
7339,TV Show,Los 10 años de Peter Capusotto,Not Given,India,6-29-2018,2015,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
7350,TV Show,Love Rhythms - Accidental Daddy,Not Given,India,6-18-2018,2016,1 Season,"International TV Shows, TV Comedies, TV Dramas"
7393,TV Show,Man vs Wild with Sunny Leone,Not Given,India,12-1-2018,2018,1 Season,"International TV Shows, Reality TV, TV Action & Adventure"
7439,TV Show,Melodies of Life - Born This Way,Not Given,India,6-21-2019,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
455,Movie,Cheech & Chong's Still Smokin,Tommy Chong,India,7-15-2021,1983,91 min,"Comedies, Cult Movies"
456,Movie,Emicida: AmarElo - Live in São Paulo,Fred Ouro Preto,India,7-15-2021,2021,100 min,"Documentaries, International Movies, Music & Musicals"
442,Movie,Fear Street Part 3: 1666,Leigh Janiak,India,7-16-2021,2021,114 min,"Horror Movies, LGBTQ Movies"
466,TV Show,Heist,Not Given,India,7-14-2021,2021,1 Season,"Crime TV Shows, Docuseries"
461,Movie,Surf's Up,"Ash Brannon, Chris Buck",India,7-15-2021,2007,86 min,"Children & Family Movies, Comedies, Sports Movies"
463,Movie,This Changes Everything,Tom Donahue,India,7-15-2021,2019,96 min,Documentaries
464,Movie,A Classic Horror Story,"Roberto De Feo, Paolo Strippoli",India,7-14-2021,2021,95 min,"Horror Movies, International Movies"
7447,TV Show,Mere Papa Hero Hiralal,Not Given,India,5-1-2018,2018,1 Season,"International TV Shows, TV Dramas"
7456,TV Show,Mighty Morphin Alien Rangers,Not Given,India,1-1-2016,1996,1 Season,Kids' TV
470,Movie,American Woman,Semi Chellas,India,7-13-2021,2019,87 min,"Dramas, Independent Movies"
7484,TV Show,Money for Nothing,Not Given,India,7-12-2019,2015,1 Season,"British TV Shows, International TV Shows, Reality TV"
7541,TV Show,My Life My Story,Not Given,India,11-1-2017,2017,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows"
474,Movie,Born to Play,Viridiana Lieberman,India,7-12-2021,2020,93 min,"Documentaries, Sports Movies"
475,Movie,American Ultra,Nima Nourizadeh,India,7-10-2021,2015,96 min,"Action & Adventure, Comedies"
7587,TV Show,"Nightmare Tenants, Slum Landlords",Not Given,India,7-12-2019,2016,2 Seasons,"British TV Shows, International TV Shows, Reality TV"
7625,TV Show,Nuestra Lucha Libre,Not Given,India,8-15-2018,2018,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
7633,TV Show,"O-Negative, Love Can’t Be Designed",Not Given,India,4-13-2018,2016,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
7761,TV Show,Power Battle Watch Car,Not Given,India,6-1-2017,2016,1 Season,"Kids' TV, Korean TV Shows"
7763,TV Show,Power Rangers Dino Super Charge,Not Given,India,10-15-2016,2016,1 Season,Kids' TV
7780,TV Show,Power Rangers Super Samurai,Not Given,India,1-1-2016,2012,1 Season,Kids' TV
7813,TV Show,Queens of Comedy,Not Given,India,5-1-2018,2017,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
7814,TV Show,Queens vs. Kings,Not Given,India,10-25-2018,2018,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
459,Movie,My Amanda,Alessandra de Rossi,India,7-15-2021,2021,90 min,"Dramas, International Movies, Romantic Movies"
465,Movie,Gunpowder Milkshake,Navot Papushado,India,7-14-2021,2021,115 min,"Action & Adventure, Comedies"
485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,India,7-9-2021,2021,46 min,Stand-Up Comedy
7816,TV Show,Rab Se Sohna Isshq,Not Given,India,6-1-2017,2012,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
487,Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe",India,7-9-2021,2016,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
7839,TV Show,Reality of Dream,Not Given,India,7-31-2018,2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
7863,TV Show,Revenge,Not Given,India,5-2-2019,2017,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
490,Movie,Back to Q82,Ahmed Siddiqui,India,7-8-2021,2017,104 min,"Comedies, International Movies"
7943,TV Show,Satrangi,Not Given,India,4-1-2017,2014,1 Season,"Docuseries, International TV Shows"
492,Movie,Home Again,Hallie Meyers-Shyer,India,7-8-2021,2017,97 min,"Comedies, Dramas, Romantic Movies"
493,Movie,Midnight Sun,Scott Speer,India,7-8-2021,2018,91 min,"Dramas, Romantic Movies"
8138,TV Show,Swami Baba Ramdev: The Untold Story,Not Given,India,5-1-2018,2018,1 Season,"International TV Shows, TV Dramas"
495,Movie,Rock the Kasbah,Barry Levinson,India,7-8-2021,2015,106 min,"Comedies, Music & Musicals"
497,Movie,Brick Mansions,Camille Delamarre,India,7-7-2021,2014,90 min,"Action & Adventure, International Movies"
8207,TV Show,The Beat,Not Given,India,9-18-2017,2012,1 Season,"International TV Shows, TV Dramas"
8348,TV Show,The Homecoming,Not Given,India,6-2-2017,2015,1 Season,"International TV Shows, Korean TV Shows, Reality TV"
8369,TV Show,The Irish Mob,Not Given,India,12-1-2016,2008,1 Season,"Crime TV Shows, Docuseries"
8377,TV Show,The Kindness Diaries,Not Given,India,5-1-2019,2019,1 Season,Reality TV
8393,TV Show,The Liar,Not Given,India,10-21-2017,2013,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
8594,TV Show,Timeline,Not Given,India,2-23-2018,2014,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
8610,TV Show,Towies,Not Given,India,12-27-2017,2016,1 Season,"International TV Shows, Reality TV"
8680,TV Show,ViR: The Robot Boy,Not Given,India,3-31-2018,2013,2 Seasons,Kids' TV
8691,TV Show,Wake Up,Not Given,India,3-31-2018,2017,2 Seasons,"International TV Shows, TV Dramas"
481,Movie,Finding Hubby,Femi D. Ogunsanwo,India,7-9-2021,2020,105 min,"Comedies, Dramas, International Movies"
482,Movie,How I Became a Superhero,Douglas Attal,India,7-9-2021,2021,101 min,"Action & Adventure, Dramas, International Movies"
486,Movie,Lethal Love,Avi Federgreen,India,7-9-2021,2021,89 min,Thrillers
496,Movie,Awon Boyz,Tolulope Itegboje,India,7-7-2021,2019,38 min,"Documentaries, International Movies"
480,Movie,Fear Street Part 2: 1978,Leigh Janiak,India,7-9-2021,2021,111 min,Horror Movies
502,Movie,Mama Drama,Seyi Babatope,India,7-7-2021,2020,105 min,"Dramas, International Movies"
503,Movie,Tango With Me,Mahmood Ali-Balogun,India,7-7-2021,2010,104 min,"Dramas, International Movies, Romantic Movies"
504,TV Show,The Mire,Jan Holoubek,India,7-7-2021,2021,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
65,Movie,Nightbooks,David Yarovesky,India,9-15-2021,2021,103 min,Children & Family Movies
507,Movie,This Little Love Of Mine,Christine Luby,India,7-7-2021,2021,92 min,"International Movies, Romantic Movies"
509,Movie,A Land Imagined,Yeo Siew Hua,India,7-6-2021,2019,95 min,"Dramas, International Movies"
69,Movie,Schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",India,9-15-2021,2021,113 min,"Documentaries, International Movies, Sports Movies"
72,Movie,A StoryBots Space Adventure,David A. Vargas,India,9-14-2021,2021,13 min,Children & Family Movies
149,TV Show,HQ Barbers,Gerhard Mostert,India,9-1-2021,2020,1 Season,TV Shows
288,TV Show,I Need Romance,Sakon Tiacharoen,India,8-10-2021,2021,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,India,8-7-2021,2020,139 min,"International Movies, Music & Musicals"
319,Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt",India,8-3-2021,2021,97 min,"Documentaries, International Movies"
340,Movie,I missed you: Director's Cut,"Mag Hsu, Hsu Chih-yen",India,8-1-2021,2021,96 min,"Dramas, Independent Movies, International Movies"
462,Movie,The Unknown Saint,Alaa Eddine Aljem,India,7-15-2021,2019,100 min,"Comedies, Dramas, Independent Movies"
468,Movie,Private Network: Who Killed Manuel Buendía?,Manuel Alcalá,India,7-14-2021,2021,100 min,"Documentaries, International Movies"
469,Movie,The Guide to the Perfect Family,Ricardo Trogi,India,7-14-2021,2021,102 min,"Comedies, Dramas, International Movies"
472,Movie,Day of Destiny,"Akay Mason, Abosi Ogba",India,7-13-2021,2021,110 min,"Children & Family Movies, Dramas, International Movies"
476,Movie,The Stand-Up,Daniel Růžička,India,7-10-2021,2019,93 min,Stand-Up Comedy
477,Movie,The Tour,Juraj Šajmovič,India,7-10-2021,2016,93 min,"Comedies, Documentaries, International Movies"
499,Movie,Clash,Pascal Atuma,India,7-7-2021,2020,87 min,"Dramas, International Movies"
501,Movie,Major Grom: Plague Doctor,Oleg Trofim,India,7-7-2021,2021,138 min,"Action & Adventure, International Movies"
506,Movie,Therapy,"Anurin Nwunembom, Musing Derrick",India,7-7-2021,2020,85 min,"Dramas, International Movies"
508,Movie,Three Thieves,Udoka Oyeka,India,7-7-2021,2019,108 min,"Comedies, International Movies"
519,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,India,7-6-2021,2020,105 min,"Dramas, International Movies"
529,Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh",India,7-6-2021,2012,116 min,"Dramas, International Movies, Romantic Movies"
530,Movie,Return of the Prodigal Son,Youssef Chahine,India,7-6-2021,1976,124 min,"Dramas, International Movies"
532,Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",India,7-6-2021,2018,101 min,"Dramas, International Movies"
535,Movie,Si Doel the Movie 2,Rano Karno,India,7-6-2021,2019,95 min,"Dramas, International Movies"
542,Movie,Truckbhar Swapna,Pramod Pawar,India,7-6-2021,2018,128 min,"Comedies, Dramas, International Movies"
543,Movie,Ujala,Naresh Saigal,India,7-6-2021,1959,143 min,"Dramas, International Movies"
551,Movie,Fear Street Part 1: 1994,Leigh Janiak,India,7-2-2021,2021,107 min,"Horror Movies, LGBTQ Movies"
553,Movie,Holiday on Mars,Neri Parenti,India,7-2-2021,2020,94 min,"Comedies, International Movies"
552,Movie,Haseen Dillruba,Vinil Mathew,India,7-2-2021,2021,136 min,"International Movies, Romantic Movies, Thrillers"
561,Movie,Audible,Matt Ogens,India,7-1-2021,2021,39 min,"Documentaries, Sports Movies"
555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,India,7-2-2021,2020,136 min,"Dramas, International Movies, Thrillers"
556,Movie,Snowpiercer,Bong Joon Ho,India,7-2-2021,2013,126 min,"Action & Adventure, Cult Movies, International Movies"
557,Movie,The 8th Night,Kim Tae-hyung,India,7-2-2021,2021,116 min,"Horror Movies, International Movies, Thrillers"
558,Movie,Winchester,"Michael Spierig, Peter Spierig",India,7-2-2021,2018,100 min,"Horror Movies, Sci-Fi & Fantasy"
559,Movie,6 Bullets,Ernie Barbarash,India,7-1-2021,2012,115 min,Action & Adventure
560,Movie,Air Force One,Wolfgang Petersen,India,7-1-2021,1997,125 min,Action & Adventure
562,Movie,Austin Powers in Goldmember,Jay Roach,India,7-1-2021,2002,94 min,"Action & Adventure, Comedies"
563,Movie,Austin Powers: International Man of Mystery,Jay Roach,India,7-1-2021,1997,90 min,Comedies
564,Movie,Austin Powers: The Spy Who Shagged Me,Jay Roach,India,7-1-2021,1999,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
565,Movie,Boogie Nights,Paul Thomas Anderson,India,7-1-2021,1997,155 min,"Comedies, Dramas, Independent Movies"
571,Movie,Dynasty Warriors,Chow Hin Yeung Roy,India,7-1-2021,2021,118 min,"Action & Adventure, International Movies"
567,Movie,Charlie's Angels,McG,India,7-1-2021,2000,98 min,"Action & Adventure, Comedies"
